,,,,,,,filters,filters,filters,filters,filters,filters,filters,filters,filters,filters,filters,filters,filters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,filters,filters,filters,filters,filters,filters,filters,filters,filters,filters,filters,filters,filters,filters,filters,filters,filters,filters,filters,filters,filters,filters,filters,filters,filters,filters,filters,filters,filters,filters,filters,,,,,,
,,Liquids,Secondary Distribution / Wholesale Marketing,Demand Forecasting & Monitoring,820,"$123,000 ",x,,x,,,,,,x,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,x,x,,
,,Liquids,Secondary Distribution / Wholesale Marketing,Promotion / Loyalty Planning,120,"$18,000 ",x,,,x,,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,x,,
,,Liquids,Secondary Distribution / Wholesale Marketing,Secondary Distribution Scheduling,800,"$120,000 ",x,,,,x,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,x,x,,x,,,,,,,,,,,,,,,,,,,x,x,x,,,,,x,,
,,Liquids,Secondary Distribution / Wholesale Marketing,Wholesale / Rack Pricing,200,"$30,000 ",x,,,x,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,
,,Liquids,Secondary Distribution / Wholesale Marketing,Commercial Inventory Mgt,320,"$48,000 ",x,,,,x,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,x
,,Liquids,Secondary Distribution / Wholesale Marketing,Channel Mgt,240,"$320,000 ",x,,x,,,x,,,,,,x,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,x
,,Liquids,Secondary Distribution / Wholesale Marketing,Commercial Sales,320,"$320,000 ",x,,x,,,,,x,,,,x,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,
,,Liquids,Secondary Distribution / Wholesale Marketing,Vehicular Driver Qualification,120,"$18,000 ",x,,,,x,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,
,,Liquids,Secondary Distribution / Wholesale Marketing,Allocation Mgt,320,"$270,000 ",x,,,,x,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,
,,Liquids,Secondary Distribution / Wholesale Marketing,Secondary Distribution Ops,400,"$270,000 ",x,,,,x,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,x,x,,x,,x,x,,,,,,,,,,,,,,,,,,,x,x,,
,,Liquids,Secondary Distribution / Wholesale Marketing,Distribution Settlement,300,"$320,000 ",x,,,x,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,x,,,,,,,,,,,,,,,,,,,x,,
,,Liquids,Secondary Distribution / Wholesale Marketing,Order Mgt,400,"$60,000 ",x,,x,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,x,,,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,x
,,Liquids,Secondary Distribution / Wholesale Marketing,Customer Service,600,"$90,000 ",x,,x,,,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,x,,,x,,,,,,,,x,x,,x
,,Liquids,Retail Operations,Retail Strategy,320,"$48,000 ",x,,x,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,,,x,,x,,,,,,,,,,,x,x,x,,x
,,Liquids,Retail Operations,Pricing Strategy,420,"$63,000 ",x,,,x,,,,x,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,x,,,,,,,,,,,,x,,
,,Liquids,Retail Operations,Channel & Customer Strategy,400,"$60,000 ",x,,,,x,,,x,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,
,,Liquids,Retail Operations,Demand Forecasting & Monitoring,720,"$108,000 ",x,,,x,,,,,x,,x,,,,,,,x,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,,,,,x,x,,,,x,,x,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,x
,,Liquids,Retail Operations,Promotion / Loyalty Planning,240,"$270,000 ",x,,,,x,,,,,x,,,x,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,x,,,,,,,,,,,,,,,,,,,,,x
,,Liquids,Retail Operations,Credit Card mgt,240,"$270,000 ",x,,x,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,
,,Liquids,Retail Operations,Retail Pricing,380,"$57,000 ",x,,x,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,
,,Liquids,Retail Operations,Inventory Mgt,320,"$48,000 ",x,,,,x,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,x,x,,,
,,Liquids,Retail Operations,Site Planning & Development,750,"$112,500 ",x,,,,x,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,,,,x,,,,
,,Liquids,Retail Operations,Retail Operations,600,"$90,000 ",x,,,,x,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,
,,Liquids,Retail Operations,Promotion / Loyalty Execution,240,"$270,000 ",x,,,x,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,,,,,,
,,Liquids,Retail Operations,Fuel Sale Settlement,180,"$270,000 ",x,,x,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Liquids,Retail Operations,Customer Service,200,"$30,000 ",x,,x,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,
,,Liquids,Shared Corporate Functions,Strategy & Budgeting,170,"$25,500 ",x,,x,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,
,,Liquids,Shared Corporate Functions,Brand strategy,80,"$270,000 ",x,,x,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Liquids,Shared Corporate Functions,HR Planning,80,"$270,000 ",x,,x,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,
,,Liquids,Shared Corporate Functions,IT Strategy,160,"$24,000 ",x,,x,,,x,,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Liquids,Shared Corporate Functions,HR Planning,120,"$240,000 ",x,,x,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Liquids,Shared Corporate Functions,Commercal Credit mgt,180,"$240,000 ",x,,x,,,,,x,,,x,,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,
,,Liquids,Shared Corporate Functions,Mro Procurement Mgt,240,"$240,000 ",x,,x,,,,x,,,,,x,,,,x,x,x,,,,,x,,x,,,,,,,,,,x,x,,,,,,,,,,,,,,,x,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x
,,Liquids,Shared Corporate Functions,Supplier / Vendor Mgt,320,"$240,000 ",x,,x,,,,,,,x,,x,,,,x,x,x,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Liquids,Shared Corporate Functions,EHS Mgt & Reporting,120,"$18,000 ",x,,x,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Liquids,Shared Corporate Functions,PR,80,"$12,000 ",x,,x,,,,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,
,,Liquids,Shared Corporate Functions,Financial Mgt,320,"$48,000 ",x,,x,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,x,,,,
,,Liquids,Shared Corporate Functions,Market Price Management,300,"$170,000 ",x,,x,,,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Liquids,Shared Corporate Functions,Tax Rate Management,120,"$18,000 ",x,,x,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,x,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Liquids,Shared Corporate Functions,Master Data Mangement,120,"$18,000 ",x,,x,,,x,,,,,,x,,,,x,x,x,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,x,,,,,x,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Liquids,Shared Corporate Functions,EHS Incident Management,300,"$170,000 ",x,,x,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Liquids,Shared Corporate Functions,Security,400,"$60,000 ",x,,x,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,
,,Liquids,Shared Corporate Functions,Compliance & Risk,600,"$240,000 ",x,,,x,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,
,,Blending,Trade / Risk Mgt,Trading Strategy,400,"$108,000 ",x,,,x,,,,x,,,,x,,,,,,,,,,,,,,,,,x,x,x,,x,,,,,,,,,,,,,,x,,,,,,x,,,,,,,x,,x,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,
,,Blending,Trade / Risk Mgt,Risk / Hedging Strategy,620,"$93,000 ",x,,,x,,,,x,,,,x,,,,,,,,,x,,,,,,,,x,x,x,,x,,,,,,,,,,,,,,x,,,,,,x,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,x,
,,Blending,Supply Chain,Supply Chain Planning,160,"$48,000 ",x,,,x,,,,,x,,,,x,,,x,,,,,x,,,,,,,x,x,x,x,,x,,,,,,,,,,,,,,x,,,,,x,x,x,,,x,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,
,,Blending,Supply Chain,Inventory Mgt,90,"$27,000 ",x,,,x,,x,,,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Blending,Supply Chain,Partner Management,140,"$36,000 ",x,,x,,,,x,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,x,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,
,,Blending,Supply Chain,Partner Adjustments & Settlement,220,"$37,500 ",x,,x,,,,x,,,,,x,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,
,,Blending,Plant Operations,Ops Planning,160,"$48,000 ",x,,x,,,x,,,,,,x,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,
,,Blending,Plant Operations,Plant Unit Optimization,400,"$120,000 ",x,,x,,,x,,,,,,x,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,x,
,,Blending,Plant Operations,Plant Scheduling / Blend Planning,350,"$108,000 ",x,,x,,,x,,,,,x,,,,,,,,,,,,,,,,,x,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,
,,Blending,Plant Operations,Asset Mgt,240,"$105,000 ",x,,x,,,x,,,,,x,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Blending,Plant Operations,Plant Ops Planning,220,"$90,000 ",x,,,,x,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,
,,Blending,Plant Operations,Product Packaging,110,"$37,500 ",x,,x,,,,,,,x,,x,,,,,,,,,x,,,,,,,x,x,x,x,,x,,,,,,,,,,,,,,x,,,,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,
,,Blending,Plant Operations,Inventory Mgt / Yield Accounting,150,"$48,000 ",x,,,,x,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,x,,,,,,,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,
,,Blending,Plant Operations,Risk Monitoring,240,"$78,000 ",x,,,x,,,x,,,,x,,,,,x,x,x,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,x,,x,,,,x,,x,,x,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,x,
,,Blending,Engineering & Maintenance,Turnaround Planning,100,"$30,000 ",x,,x,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,
,,Blending,Engineering & Maintenance,Engnineering Planning,150,"$30,000 ",x,,x,,,,,,,x,x,,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Blending,Engineering & Maintenance,Design,221,"$63,000 ",x,,x,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,
,,Blending,Engineering & Maintenance,Maintenance Mgt & Scheduling,342,"$93,000 ",x,,,,x,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,
,,Blending,Engineering & Maintenance,Materials Management,100,"$30,000 ",x,,,,x,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,
,,Blending,Engineering & Maintenance,Asset Monitoring & Predictive Maintenance,400,"$120,000 ",x,,,,x,,,x,,,,x,,,x,x,x,x,,,,,,,,x,,,,,x,,,,x,x,,x,,,,,,,,,,,,x,,,,,,,x,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,x,
,,Blending,Engineering & Maintenance,Maintenance & Egineering Execution,700,"$180,000 ",x,,x,,,,,x,,,,x,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,
,,Blending,Product & Quality Mgt,New Product Dev,520,"$78,000 ",x,,x,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Blending,Product & Quality Mgt,Lifecycle Planning,200,"$30,000 ",x,,x,,,x,,,,,x,,,,,x,,x,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,x,,,,,,x,,x,,,, ,,x,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,
,,Blending,Product & Quality Mgt,Quality Monitoring,300,"$63,000 ",x,,,x,,,,,,x,x,,,,x,x,x,x,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,x,,,,,,,x,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,
,,Blending,Product & Quality Mgt,Remediation,200,"$90,000 ",x,,,x,,x,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,
,,Blending,Product & Quality Mgt,Lab Ops,100,"$63,000 ",x,,,x,,x,,,,,x,,x,,x,,,x,,,x,,,,,,x,x,x,x,,,x,,,,,x,x,,,,,,,,,,x,x,,,,,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,x,
,,Blending,Primary Distribution,Transport Planning,240,"$63,000 ",x,,,,x,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,
,,Blending,Primary Distribution,Rsk Strategy,150,"$45,000 ",x,,,x,,,x,,,,x,,,,x,x,x,,,,x,,,,,,,,,,,,,,x,x,,x,x,,,,,,,,,,x,x,,,,,x,,x,,,,x,, ,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Blending,Primary Distribution,Transportation Qualification,100,"$30,000 ",x,,,x,,,,,,,x,,,x,,x,x,,,,x,,,,,,,,,,,,,,x,x,,x,x,,,,,,,,,,,,,,,,,,x,,,,x,, ,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,
,,Blending,Primary Distribution,Scheduling,240,"$36,000 ",x,,,,x,x,,,,,,,x,x,x,x,x,x,,,,,,,,,,,,,,,,,x,x,,x,x,x,,,,,,,,,x,x,,,,,x,,x,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,
,,Blending,Primary Distribution,Wharf / Berth Scheduling,355,"$36,000 ",x,,x,,,x,,,,,x,,,x,,x,x,x,,,,,,,,,,,,,,,,,x,x,,,,x,,,,,,,,,,,,,,,,,x,,,,x,,x,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,
,,Blending,Primary Distribution,Spot Logistics,300,"$102,000 ",x,,x,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,x,
,,Blending,Primary Distribution,Primary Distribution Ops,240,"$93,000 ",x,,,,x,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,
,,Blending,Primary Distribution,Distribution Settlement,120,"$48,000 ",x,,,,x,,,,,x,,,x,,,x,x,x,,,,,,,,,,,,,,,,,x,x,,,,x,,,,,,,,,,,,,,,,,x,,,,x,,x,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Blending,Primary Distribution,Remediation,110,"$60,000 ",x,,,,x,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,
,,Blending,Secondary Distribution / Wholesale Marketing,Transport Planning,150,"$22,500 ",x,,,x,,x,,,,,,x,,,,,,,,,,,,,,,,,x,x,x,,x,,,,,,,,,,,,,,x,,,,,,x,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,